user_id,user_age_days,followers_count,following_count,favourites_count,listed_count,tweet_count,is_verified,is_protected,desc_length_x,desc_has_url,username_length,name_length,location_length,profile_image_is_default,has_url,avg_tweets_per_day,label,follower_following_ratio,has_any_url
24858289,1859.246608796296,22,40,1,0,1299,0,0,0,0,9,14,0,1,0,0.698670092044606,1,0.5365853658536586,0
33212890,1855.363125,12561,3442,16358,110,18665,0,0,134,0,12,14,5,0,1,10.06002530633456,1,3.6482718559395875,1
39773427,1826.3244560185185,600,755,14,6,22987,0,0,23,0,10,15,26,0,0,12.586482052332784,1,0.7936507936507936,0
57007623,1769.4369791666666,398,350,11,2,7975,0,0,151,0,14,18,27,0,0,4.507083377023588,1,1.1339031339031338,0
63258466,1740.0899768518518,413,405,162,8,20218,0,0,79,0,11,17,7,0,1,11.618939398156412,1,1.0172413793103448,1
96435556,1592.0188078703704,134,401,55,1,15259,0,0,104,0,10,7,0,0,0,9.584685755582964,1,0.3333333333333333,0
108992875,1592.272592592593,337,630,655,1,9551,0,0,82,0,13,14,4,0,1,5.998344779928913,1,0.5340729001584786,1
177671726,1377.1617939814814,28,105,38,0,206,0,0,75,0,15,16,9,0,0,0.1495830052435996,1,0.2641509433962264,0
223945761,1267.1765277777777,2617,52,0,28,93793,0,0,0,0,13,16,0,0,1,74.01731161361204,1,49.37735849056604,1
237177357,1244.6584837962962,1561,2001,0,0,490,0,0,37,0,13,14,6,0,0,0.3936822879411733,1,0.7797202797202797,0
237178034,1243.6586458333334,2355,2074,0,3,450,0,0,157,0,11,17,13,0,0,0.3618356219737729,1,1.1349397590361445,0
237192061,1244.6138425925926,4772,5167,0,5,507,0,0,107,0,9,11,8,0,0,0.4073552633293379,1,0.923374613003096,0
237192993,1244.612835648148,5772,6022,0,7,513,0,0,63,0,11,12,14,0,0,0.4121763691442827,1,0.9583264154076042,0
237197647,1244.5992824074074,124,0,0,0,311,0,0,158,0,14,11,8,0,0,0.2498796232218279,1,124.0,0
237201814,1234.5844791666666,4375,4777,0,5,471,0,0,30,0,9,5,4,0,0,0.3815048767958073,1,0.9156550858099624,0
237226175,1244.5152199074073,5508,5642,0,3,478,0,0,103,0,9,13,8,0,0,0.3840852984116001,1,0.9760765550239234,0
237234251,1244.492164351852,5505,5701,0,7,447,0,0,26,0,10,13,7,0,0,0.3591826549375028,1,0.9654507190459488,0
237326341,1244.3096990740742,5530,5873,0,5,444,0,0,61,0,9,9,9,0,0,0.3568243500581636,1,0.9414368403132448,0
237332572,1244.2961921296296,6018,6466,0,11,486,0,0,156,0,8,11,9,0,0,0.3905822445519359,1,0.9305705891448894,0
237346330,1242.2706828703704,5359,5595,0,5,449,0,0,99,0,10,14,6,0,0,0.3614349157794764,1,0.9576483202287348,0
237359828,1244.2476620370371,4870,5350,0,8,514,0,0,154,0,11,13,6,0,0,0.4131010370920824,1,0.91011025976453,0
237367607,1244.232175925926,4316,4716,0,5,477,0,0,158,0,11,14,6,0,0,0.3833689634827678,1,0.9149883400466398,0
237375183,1244.2172453703704,4420,4731,0,5,497,0,0,158,0,9,13,9,0,0,0.3994479271605083,1,0.9340659340659341,0
240706202,1236.3416087962962,4855,5300,3,9,5550,0,0,56,0,10,9,0,0,0,4.489050563391162,1,0.915864931145067,0
260649579,1193.595486111111,1901,1895,874,2,13013,0,0,118,0,9,10,0,0,0,10.902353553208956,1,1.0026371308016877,0
282659109,1135.2660416666668,192,73,0,1,22794,0,0,162,0,7,7,7,0,1,20.07811309713656,1,2.5945945945945947,1
299988118,1068.9380671296296,243,965,272,0,9053,0,0,37,0,11,5,6,0,0,8.469152956485544,1,0.2515527950310559,0
327060670,1032.014398148148,10854,10606,418,66,25930,0,0,134,0,6,15,13,0,1,25.12561842296319,1,1.023286508909211,1
336996257,1041.6332060185184,3307,934,34156,88,106283,0,0,155,1,13,14,6,0,1,102.03495749162542,1,3.5368983957219253,1
357536147,988.3676273148149,3236,1923,2,50,381,0,0,0,0,15,19,0,0,0,0.3854840942631964,1,1.681912681912682,0
393927847,964.5814930555556,466,682,7,0,306,0,0,0,0,13,16,26,0,1,0.3172360260753414,1,0.6822840409956076,1
418371090,929.8484375,4822,5207,0,6,469,0,0,7,0,9,8,7,0,0,0.5043832742856189,1,0.9258832565284179,0
418501358,929.6522800925926,4421,4827,0,8,413,0,0,54,0,13,6,6,0,0,0.444252123508602,1,0.9157000828500415,0
421987528,887.2567592592593,152,294,9,0,4986,0,0,97,0,13,14,7,0,0,5.619568340671842,1,0.5152542372881356,0
430928749,878.1995486111111,590,29,0,5,31332,0,0,0,0,15,19,0,0,1,35.67754050189914,1,19.666666666666668,1
434722849,910.6786342592592,4090,4498,0,1,443,0,0,0,0,13,13,5,0,0,0.4864504149412522,1,0.9090909090909091,0
434727810,909.6729166666668,4367,4803,0,4,422,0,0,49,0,15,16,6,0,0,0.4639030049200985,1,0.9090341382181515,0
434728619,910.6701273148147,4486,4935,0,5,482,0,0,53,0,10,11,6,0,0,0.5292805649526857,1,0.9088330632090762,0
434729769,910.6678703703705,4447,4807,0,1,458,0,0,36,0,11,16,6,0,0,0.5029275923732798,1,0.9249168053244592,0
434732328,910.6653703703704,4032,4414,0,5,507,0,0,0,0,9,15,7,0,0,0.5567357845583453,1,0.9132502831257078,0
434742028,904.650300925926,4159,4483,0,3,437,0,0,14,0,14,15,6,0,0,0.4830595856428313,1,0.9275200713648528,0
434756188,910.6257870370372,3800,4185,0,2,460,0,0,28,0,14,9,6,0,0,0.5051471263421884,1,0.9077878643096035,0
434775697,910.5925231481482,4116,4527,0,6,467,0,0,24,0,13,13,8,0,0,0.5128528816298757,1,0.9090106007067138,0
434790178,910.572037037037,4317,4749,0,5,441,0,0,102,0,11,12,6,0,0,0.4843109403520499,1,0.9088421052631579,0
434792369,910.5681944444444,4514,4730,0,6,439,0,0,29,0,13,4,6,0,0,0.4821165533743752,1,0.9541323187486789,0
434795107,910.5641319444444,4200,4435,0,4,460,0,0,18,0,12,9,6,0,0,0.5051813302952332,1,0.9467989179440938,0
458941316,843.8272337962962,128,472,383,0,901,0,0,122,0,15,11,0,0,0,1.0677541122709855,1,0.27061310782241016,0
465192765,875.8704398148149,5197,5568,0,3,359,0,0,36,0,11,6,9,0,0,0.4098779719818211,1,0.9332016520021548,0
465196345,875.8649537037037,0,0,0,0,120,0,0,61,0,14,15,6,0,0,0.1370074226118509,1,0.0,0
465303273,875.7180324074075,1,0,0,0,79,0,0,81,0,12,13,7,0,0,0.090211685709625,1,1.0,0
465305493,875.7152430555556,4107,4432,0,5,213,0,0,86,0,14,2,0,0,0,0.2432297501338086,1,0.9264606361380555,0
465306140,865.7135648148148,0,0,0,0,33,0,0,133,0,14,15,7,0,0,0.0381188435795622,1,0.0,0
