user_id,followers_count,following_count,listed_count,tweet_count,follower_following_ratio,is_verified,has_url,has_location,user_age_days,total_sampled_tweets,avg_tweet_length,avg_url_count,avg_user_mention_count,avg_hashtag_count,avg_tweets_per_day,label
17461978,15349596,692,45568,9798,22149.489177489177,1,1,1,5156,200,166.275,1.035,1.855,0.76,1.8999418266433974,0
1297437077403885568,0,44,0,0,0.0,0,1,0,860,0,0.0,0.0,0.0,0.0,0.0,1
17685258,762839,475,3201,5518,1602.6029411764705,1,1,1,5147,200,139.155,0.475,1.02,0.185,1.071872571872572,0
15750898,327587,4801,1744,192876,68.21886713869222,1,1,1,5260,200,166.195,0.865,0.5,0.305,36.66147120319331,0
1659167666,13324,647,44,103,20.561728395061728,0,1,1,3430,88,85.76136363636364,0.6477272727272727,0.625,0.06818181818181818,0.03002040221509764,1
34743251,12601567,96,26952,4879,129913.06185567011,1,1,1,5000,200,125.54,0.89,1.135,0.045,0.9756048790241951,0
27260086,112403156,295385,550181,31055,380.5297339752053,1,1,0,5026,200,92.43,0.56,1.195,0.43,6.177640740003978,0
57097104,2656850,168,5279,1873,15721.005917159764,1,1,1,4917,200,96.525,0.955,0.995,0.59,0.38084587230581535,0
1297609266623217664,4,66,0,0,0.05970149253731343,0,1,0,860,1,24.0,1.0,0.0,0.0,0.0,1
207809313,14514819,3,2861,204827,3628704.75,1,1,1,4449,200,208.24,0.675,0.69,0.345,46.028539325842694,0
24212655,3756,326,155,1020,11.486238532110091,0,1,1,5041,200,107.605,0.63,0.77,0.22,0.20230067433558113,0
1485029462,189379,163965,286,5947,1.1549894490321164,1,1,1,3496,200,126.95,0.98,1.53,0.59,1.7006005147269088,0
105297123,7723523,348,6646,269504,22130.438395415473,1,1,1,4733,200,143.29,1.13,1.07,1.125,56.92944655682298,0
849880970,13120,1406,235,44434,9.324804548685146,0,1,1,3747,200,144.225,0.46,1.095,0.165,11.85538954108858,1
15764644,5174221,362,19363,10743,14254.052341597797,1,1,1,5259,200,212.26,0.665,0.575,0.625,2.0423954372623574,0
2463494166,1468,4,24,81,293.6,1,1,0,3172,81,104.33333333333333,0.7777777777777778,0.9753086419753086,0.037037037037037035,0.02552789158525055,0
39555442,2829,789,31,211695,3.581012658227848,0,1,1,4981,200,75.145,0.07,0.465,0.08,42.4919710959454,1
480604244,648,513,7,542,1.2607003891050583,0,1,1,3986,200,151.795,0.715,0.85,0.625,0.1359418108853775,1
764941707133812736,49,369,0,838,0.13243243243243244,0,1,1,2330,199,124.53266331658291,0.21608040201005024,1.3618090452261307,0.04522613065326633,0.3595023595023595,1
23022687,3869942,6201,12362,28291,623.9829087391164,1,1,1,5048,200,132.245,0.665,0.815,0.125,5.603287779758368,0
90868268,1,39,0,31,0.025,0,1,1,4791,31,143.70967741935485,0.7096774193548387,1.1290322580645162,0.0,0.006469115191986645,1
14230524,81823325,122006,207749,9286,670.6445122001197,1,1,0,5393,199,128.1356783919598,1.015075376884422,1.015075376884422,0.6432160804020101,1.721542454579162,0
726414091,98422,120,296,1819,813.404958677686,1,1,1,3806,200,174.415,0.73,1.05,1.555,0.4778040451799317,0
236699098,35164841,1023,12102,13935,34340.6650390625,1,1,0,4372,199,101.1608040201005,0.8994974874371859,0.6130653266331658,0.2663316582914573,3.186599588383261,0
939091,8865461,28,19791,5580,305705.5517241379,1,1,1,5774,200,185.61,0.705,0.465,0.23,0.9662337662337662,0
1280688197068972033,2,46,0,4,0.0425531914893617,0,1,0,906,4,107.0,0.0,0.25,0.75,0.004410143329658214,1
177673457,989533,190,187,5858,5180.801047120419,1,1,1,4524,199,145.04020100502512,0.27638190954773867,0.9597989949748744,0.5778894472361809,1.294585635359116,0
558797310,22772146,135,20805,61129,167442.25,1,1,1,3907,200,103.74,0.61,0.54,1.825,15.642016376663255,0
208120290,369322,152,3998,13336,2413.8692810457514,1,1,1,4449,200,199.495,0.975,0.365,0.67,2.9968539325842696,0
5402612,45042254,3,136231,36710,11260563.5,1,1,1,5732,200,138.56,1.085,0.035,0.005,6.403279260422117,0
1134552730146500608,1278734,116,606,2524,10929.350427350428,1,1,0,1310,200,109.11,0.495,1.27,0.11,1.9252479023646072,0
1141136372,35828,6930,216,6244,5.169239647958448,1,1,1,3619,193,102.68911917098445,0.7046632124352331,0.9481865284974094,0.18652849740932642,1.7248618784530387,0
14108472,371354,6136,1815,49137,60.51067296724784,1,1,0,5410,199,110.15577889447236,0.3869346733668342,1.6532663316582914,0.5527638190954773,9.080946220661616,0
783214,58285236,1,86976,13751,29142618.0,1,1,1,5793,200,56.07,0.39,0.96,0.095,2.3733172247152226,0
169686021,30839878,259,44289,1420,118614.91538461538,1,1,0,4545,198,61.32828282828283,0.8585858585858586,0.03535353535353535,0.05555555555555555,0.3123625164980202,0
30180137,1582775,1571,3373,12348,1006.8543256997456,1,1,1,5013,200,121.88,0.375,1.07,0.05,2.4627044276027124,0
58579942,637388,2631,2138,13423,242.16869300911853,1,1,1,4912,200,119.63,0.51,1.025,0.15,2.7321392224709955,0
1447949844,22458623,295,3487,11517,75873.72635135135,1,1,0,3510,200,231.085,0.425,0.675,0.145,3.2802620336086585,0
812362585332912128,22176,23477,8,2479,0.9445438282647585,0,1,1,2199,169,115.46153846153847,0.08284023668639054,0.9585798816568047,0.09467455621301775,1.1268181818181817,0
2353605901,757453,2584,2748,15453,293.0185686653772,1,1,0,3236,200,164.715,0.49,0.95,0.16,4.77386468952734,0
22703645,3810939,96,10945,4006,39288.030927835054,1,1,1,5050,200,177.31,0.675,0.295,0.315,0.7931102751930311,0
36196023,629,588,16,7337,1.067911714770798,0,1,1,4995,199,125.5678391959799,0.6331658291457286,0.628140703517588,2.185929648241206,1.4685748598879103,1
2421067430,647651,125485,2892,92667,5.1611414819183015,0,1,1,3197,200,111.145,0.52,0.535,0.305,28.9765478424015,1
84078498,634056,18608,942,48198,34.072545542479446,1,1,1,4819,200,143.185,0.565,1.24,0.305,9.999585062240664,0
23527603,46,148,0,199,0.3087248322147651,0,1,1,5044,199,112.12060301507537,0.21608040201005024,1.1809045226130652,0.18090452261306533,0.03944499504459861,1
2293315159,1030736,89,3145,2007,11452.622222222222,1,1,0,3272,200,230.455,0.965,0.87,0.47,0.613198900091659,0
237824268,251,418,3,9813,0.5990453460620525,0,1,1,4370,198,65.24747474747475,0.08585858585858586,0.5,0.09595959595959595,2.2450240219629376,0
1150826920394788864,2,235,0,25,0.00847457627118644,0,1,1,1265,25,92.16,0.0,1.48,0.16,0.019747235387045814,1
19570960,335003,252748,847,2073,1.3254374893669214,0,1,1,5086,200,258.28,0.025,0.18,0.575,0.40750933752702967,1
78523300,2540025,5170,8896,32773,491.20576290852836,1,1,0,4840,200,117.865,0.92,0.145,0.39,6.769882255732287,0
345811633,4964785,41,6826,69070,118209.16666666667,0,1,0,4171,200,24.0,1.0,0.0,0.0,16.55560882070949,1
1279851861370077184,3,18,0,17,0.15789473684210525,0,1,0,909,17,114.05882352941177,0.0,1.1176470588235294,0.0,0.01868131868131868,1
941304403054727169,1730436,4856,121,15709,356.2767140210006,1,1,0,1843,199,59.28643216080402,0.24623115577889448,0.7839195979899497,0.02512562814070352,8.518980477223428,0
246500501,369666,929,2240,12613,397.49032258064517,1,1,1,4350,200,216.375,0.405,0.965,1.225,2.8988738221098598,0
247653244,6510640,1,2397,10396,3255320.0,1,1,1,4347,200,269.03,0.04,0.04,0.115,2.390984360625575,0
1111940934,265523,840,2872,813,315.7229488703924,1,1,0,3630,200,159.69,0.75,0.465,0.01,0.22390526025888186,0
21536398,729330,111,1913,1723,6511.875,1,1,1,5060,200,105.285,1.0,0.02,0.015,0.34044655206480934,0
54885400,1449544,1205,7463,30019,1201.9436152570481,1,1,1,4924,200,219.765,1.335,0.67,2.06,6.095228426395939,0
91478624,16177929,5253,56946,250864,3079.1642558051008,1,1,1,4788,200,116.6,1.61,0.175,0.045,52.38337857590311,0
255388236,12863312,1,7417,3647,6431656.0,1,1,1,4331,195,81.08205128205128,0.8307692307692308,0.7384615384615385,0.24102564102564103,0.8418744228993537,0
16303106,18903185,44,65362,6532,420070.77777777775,1,1,0,5220,200,103.005,0.585,0.46,0.16,1.251101321585903,0
3171712086,15762008,267,3056,4866,58813.46268656717,1,1,1,2807,200,173.105,0.765,0.015,0.195,1.732905982905983,0
1276374102,67059,24126,142,1198,2.779417250383388,0,1,1,3575,199,150.88442211055278,0.6180904522613065,0.5879396984924623,0.020100502512562814,0.33501118568232663,1
197881715,314,381,3,5254,0.8219895287958116,0,1,1,4473,200,104.05,0.545,0.565,0.17,1.1743406347787215,0
